fips5,county_name,state_alpha,state_name,year,short_desc,domain_desc,croplandArea_ha,croplandArea_acres
21011,BATH,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,19369.890732496966,47863
21011,BATH,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,18914.204775394577,46737
21011,BATH,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,19633.751517604207,48515
21013,BELL,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,752.7316875758802,1860
21013,BELL,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,1282.0720356131121,3168
21013,BELL,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,1653.1768514771347,4085
21013,BELL,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,709.4293808174828,1753
21013,BELL,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,1379.6033994334277,3409
21013,BELL,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,753.5410764872521,1862
21015,BOONE,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,20089.842169162283,49642
21015,BOONE,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,17877.78227438284,44176
21015,BOONE,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,14497.36948603804,35823
21015,BOONE,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,11459.732901659247,28317
21015,BOONE,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,14795.224605422905,36559
21015,BOONE,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,10701.335491703763,26443
21017,BOURBON,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,56619.5872116552,139907
21017,BOURBON,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,51370.700121408336,126937
21017,BOURBON,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,35015.378389316065,86523
21017,BOURBON,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,30273.573452043707,74806
21017,BOURBON,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,30306.353702954268,74887
21017,BOURBON,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,27948.199109672198,69060
21019,BOYD,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,4929.987859166329,12182
21019,BOYD,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,5277.21570214488,13040
21019,BOYD,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,2924.322136786726,7226
21019,BOYD,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,1956.2929987859166,4834
21019,BOYD,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,1427.7620396600566,3528
21019,BOYD,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,2542.2905706191823,6282
21021,BOYLE,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,27521.651153379196,68006
21021,BOYLE,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,26212.464589235125,64771
21021,BOYLE,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,18831.242411978954,46532
21021,BOYLE,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,16943.342776203965,41867
21021,BOYLE,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,14876.163496560097,36759
21021,BOYLE,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,21407.52731687576,52898
21023,BRACKEN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,22106.434641845404,54625
21023,BRACKEN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,20335.896398219345,50250
21023,BRACKEN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,17434.23715095103,43080
21023,BRACKEN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,11735.73452043707,28999
21023,BRACKEN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,13129.906920275193,32444
21023,BRACKEN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,12450.829623634156,30766
21025,BREATHITT,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,2430.999595305544,6007
21025,BREATHITT,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,3124.6458923512746,7721
21025,BREATHITT,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,3801.6997167138807,9394
21025,BREATHITT,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,1959.9352488870902,4843
21025,BREATHITT,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,1452.853095912586,3590
21025,BREATHITT,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,2057.466612707406,5084
21027,BRECKINRIDGE,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,62468.636179684334,154360
21027,BRECKINRIDGE,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,60638.20315661675,149837
21027,BRECKINRIDGE,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,50565.35815459328,124947
21027,BRECKINRIDGE,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,47193.0392553622,116614
21027,BRECKINRIDGE,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,51312.01942533387,126792
21027,BRECKINRIDGE,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,44910.157830837714,110973
21029,BULLITT,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,13879.80574666127,34297
21029,BULLITT,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,12556.050182112505,31026
21029,BULLITT,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,10021.853500607041,24764
21029,BULLITT,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,8174.828004856333,20200
21029,BULLITT,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,7822.339133953865,19329
21029,BULLITT,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,5538.648320518008,13686
21031,BUTLER,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,34588.83043302307,85469
21031,BUTLER,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,32473.087818696884,80241
21031,BUTLER,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,29777.82274382841,73581
21031,BUTLER,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,25405.099150141643,62776
21031,BUTLER,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,30607.041683528936,75630
21031,BUTLER,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,31581.950627276405,78039
21033,CALDWELL,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,42712.26224200728,105542
21033,CALDWELL,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,39718.73735329826,98145
21033,CALDWELL,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,35010.92675030352,86512
21033,CALDWELL,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,34588.021044111694,85467
21033,CALDWELL,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,35017.80655605018,86529
21033,CALDWELL,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,34493.32254148118,85233
21035,CALLOWAY,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,50721.97490894375,125334
21035,CALLOWAY,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,53064.346418454064,131122
21035,CALLOWAY,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,45907.32496964791,113437
21035,CALLOWAY,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,53387.69728854715,131921
21035,CALLOWAY,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,41492.91784702549,102529
21035,CALLOWAY,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,43135.57264265479,106588
21037,CAMPBELL,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,11267.503035208418,27842
21037,CAMPBELL,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,11593.282072035612,28647
21037,CAMPBELL,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,8157.830837717523,20158
21037,CAMPBELL,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,6059.894779441522,14974
21037,CAMPBELL,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,6425.738567381627,15878
21037,CAMPBELL,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,5318.089842169162,13141
21039,CARLISLE,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,32438.688789963577,80156
21039,CARLISLE,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,34090.24686361797,84237
21039,CARLISLE,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,29912.585997571834,73914
21039,CARLISLE,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,32212.05989477944,79596
21039,CARLISLE,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,29590.853905301497,73119
21039,CARLISLE,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,38588.42573856738,95352
21041,CARROLL,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,11879.401052205585,29354
21041,CARROLL,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,11747.065965196276,29027
21041,CARROLL,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,10409.955483609874,25723
21041,CARROLL,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,8771.347632537434,21674
21041,CARROLL,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,7226.628895184136,17857
21041,CARROLL,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,4857.9522460542285,12004
21043,CARTER,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,18010.92675030352,44505
21043,CARTER,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,18452.043707001212,45595
21043,CARTER,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,15781.869688385268,38997
21043,CARTER,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,9157.830837717524,22629
21043,CARTER,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,9466.208012950223,23391
21043,CARTER,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,8627.68110076892,21319
21045,CASEY,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,39234.722784297854,96949
21045,CASEY,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,35787.130716309184,88430
21045,CASEY,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,31511.938486442734,77866
21045,CASEY,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,24507.891541885874,60559
21045,CASEY,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,26457.709429380815,65377
21045,CASEY,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,26628.49048968029,65799
21047,CHRISTIAN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,96051.8008903278,237344
21047,CHRISTIAN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,96480.37231889923,238403
21047,CHRISTIAN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,96865.64144071226,239355
21047,CHRISTIAN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,102096.31728045325,252280
21047,CHRISTIAN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,99458.1141238365,245761
21047,CHRISTIAN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,105872.11655200324,261610
21049,CLARK,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,42332.65884257385,104604
21049,CLARK,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,36450.02023472278,90068
21049,CLARK,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,27906.920275192228,68958
21049,CLARK,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,20420.07284500202,50458
21049,CLARK,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,26855.119384864425,66359
21049,CLARK,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,20772.96641036018,51330
21051,CLAY,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,6736.543909348442,16646
21051,CLAY,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,6426.952650748684,15881
21051,CLAY,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,6056.657223796034,14966
21051,CLAY,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,4019.8300283286117,9933
21051,CLAY,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,3352.0841764467827,8283
21051,CLAY,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,3066.369890732497,7577
21053,CLINTON,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,17984.216916228248,44439
21053,CLINTON,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,15708.215297450424,38815
21053,CLINTON,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,13654.795629299879,33741
21053,CLINTON,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,10517.604208822338,25989
21053,CLINTON,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,9633.751517604209,23805
21053,CLINTON,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,8533.791987049777,21087
21055,CRITTENDEN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,37717.92796438689,93201
21055,CRITTENDEN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,36194.65803318495,89437
21055,CRITTENDEN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,34159.044921084576,84407
21055,CRITTENDEN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,33591.25859975718,83004
21055,CRITTENDEN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,32061.108862808578,79223
21055,CRITTENDEN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,34073.65439093484,84196
21057,CUMBERLAND,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,16397.005261027924,40517
21057,CUMBERLAND,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,13726.021853500606,33917
21057,CUMBERLAND,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,13209.22703358964,32640
21057,CUMBERLAND,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,7145.6900040469445,17657
21057,CUMBERLAND,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,9132.335087009307,22566
21057,CUMBERLAND,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,9042.08822339134,22343
21059,DAVIESS,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,86648.3205180089,214108
21059,DAVIESS,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,86831.64710643464,214561
21059,DAVIESS,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,84570.21448806151,208973
21059,DAVIESS,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,76977.33711048159,190211
21059,DAVIESS,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,77220.55847834884,190812
21059,DAVIESS,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,91787.13071630918,226806
21061,EDMONSON,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,22719.142047753943,56139
21061,EDMONSON,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,19475.515985431,48124
21061,EDMONSON,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,18254.552812626465,45107
21061,EDMONSON,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,14120.598947794415,34892
21061,EDMONSON,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,15416.835289356535,38095
21061,EDMONSON,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,16103.601780655605,39792
21063,ELLIOTT,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,8754.350465398624,21632
21063,ELLIOTT,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,8486.038041278834,20969
21063,ELLIOTT,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,7799.676244435451,19273
21063,ELLIOTT,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,5467.42209631728,13510
21063,ELLIOTT,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,6119.789558883043,15122
21063,ELLIOTT,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,3395.38648320518,8390
21065,ESTILL,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,11909.348441926346,29428
21065,ESTILL,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,11389.720760825576,28144
21065,ESTILL,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,9124.241197895588,22546
21065,ESTILL,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,5686.361796843383,14051
21065,ESTILL,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,5765.68191015783,14247
21065,ESTILL,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,5184.945366248482,12812
21067,FAYETTE,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,37256.98097936058,92062
21067,FAYETTE,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,27158.235532173207,67108
21067,FAYETTE,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,24975.718332658842,61715
21067,FAYETTE,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,16331.040064751112,40354
21067,FAYETTE,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,13632.942128692837,33687
21067,FAYETTE,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,13888.70902468636,34319
21069,FLEMING,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,50197.89558883043,124039
21069,FLEMING,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,44787.94010522056,110671
21069,FLEMING,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,32188.99231080534,79539
21069,FLEMING,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,29588.021044111694,73112
21069,FLEMING,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,31283.28611898017,77301
21069,FLEMING,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,26891.541885876162,66449
21071,FLOYD,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,925.1315256980979,2286
21071,FLOYD,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,745.447187373533,1842
21071,FLOYD,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,810.1983002832861,2002
21071,FLOYD,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,472.6831242411979,1168
21071,FLOYD,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,830.8377175232699,2053
21071,FLOYD,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,946.5803318494536,2339
21073,FRANKLIN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,21164.305949008496,52297
21073,FRANKLIN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,19323.35087009308,47748
21073,FRANKLIN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,14125.455281262646,34904
21073,FRANKLIN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,12166.329421286928,30063
21073,FRANKLIN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,11877.78227438284,29350
21073,FRANKLIN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,10013.759611493322,24744
21075,FULTON,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,36588.42573856738,90410
21075,FULTON,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,40763.6584378794,100727
21075,FULTON,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,32985.4309995953,81507
21075,FULTON,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,30082.557668959933,74334
21075,FULTON,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,35055.44314042897,86622
21075,FULTON,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,33932.41602590044,83847
21077,GALLATIN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,8601.780655605018,21255
21077,GALLATIN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,6383.245649534601,15773
21077,GALLATIN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,6295.426952650749,15556
21077,GALLATIN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,4368.271954674221,10794
21077,GALLATIN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,5751.922298664508,14213
21077,GALLATIN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,4659.65196276811,11514
21079,GARRARD,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,35418.85876163496,87520
21079,GARRARD,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,29701.740186159448,73393
21079,GARRARD,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,23877.377579927153,59001
21079,GARRARD,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,17681.100768919467,43690
21079,GARRARD,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,22971.671388101982,56763
21079,GARRARD,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,17792.391744233104,43965
21081,GRANT,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,30569.40509915014,75537
21081,GRANT,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,25278.429785511937,62463
21081,GRANT,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,21282.881424524483,52590
21081,GRANT,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,13348.44192634561,32984
21081,GRANT,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,14352.488870902469,35465
21081,GRANT,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,12673.411574261432,31316
21083,GRAVES,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,80851.07244030756,199783
21083,GRAVES,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,91181.3031161473,225309
21083,GRAVES,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,81607.8510724403,201653
21083,GRAVES,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,89782.27438284096,221852
21083,GRAVES,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,78822.74382840956,194771
21083,GRAVES,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,80641.44071226224,199265
21085,GRAYSON,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,54987.85916632942,135875
21085,GRAYSON,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,52191.420477539454,128965
21085,GRAYSON,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,41904.492108458115,103546
21085,GRAYSON,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,35245.244840145686,87091
21085,GRAYSON,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,38566.97693241602,95299
21085,GRAYSON,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,40845.81141238365,100930
21087,GREEN,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,34883.44799676244,86197
21087,GREEN,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,32727.64063132335,80870
21087,GREEN,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,27089.437474706596,66938
21087,GREEN,KY,KENTUCKY,2012,"AG LAND, CROPLAND - ACRES",TOTAL,27293.808174828006,67443
21087,GREEN,KY,KENTUCKY,2017,"AG LAND, CROPLAND - ACRES",TOTAL,30813.435855928772,76140
21087,GREEN,KY,KENTUCKY,2022,"AG LAND, CROPLAND - ACRES",TOTAL,34401.86159449616,85007
21089,GREENUP,KY,KENTUCKY,1997,"AG LAND, CROPLAND - ACRES",TOTAL,15812.221772561716,39072
21089,GREENUP,KY,KENTUCKY,2002,"AG LAND, CROPLAND - ACRES",TOTAL,15023.0675839741,37122
21089,GREENUP,KY,KENTUCKY,2007,"AG LAND, CROPLAND - ACRES",TOTAL,11932.416025900444,29485
